"カテゴリ","会社名","URL","お問い合わせフォームのURL","エリア","電話番号"
"喫茶店・カフェ","きまぐれ茶房","http://kimagure56.exblog.jp","http://kimagure56.exblog.jp","愛知県","052-851-7112"
"喫茶店・カフェ","キムラヤ","http://www.kimuraya-tokyo.co.jp","http://www.kimuraya-tokyo.co.jp/contact.html","東京都","03-3619-6196"
"喫茶店・カフェ","キモノスタイルカフェ","http://www.kimono-raison-d-etre.com","http://www.kimono-raison-d-etre.com/contact/index.php","山口県","0838-21-7000"
"喫茶店・カフェ","キャットウォーク（CATWALK）","http://www.jazzcatwalk.net","https://www.jazzcatwalk.net/contact/","秋田県","018-865-6699"
"喫茶店・カフェ","キャナリーカフェ（CANARYCAFE）","http://www.canary-cafe.com","http://www.canary-cafe.com","福岡県","092-891-7002"
"喫茶店・カフェ","キャピタルコーヒー","http://www.capital-coffee.co.jp","https://www.capital-coffee.co.jp/?page_id=99","埼玉県","048-776-1017"
"喫茶店・カフェ","きゃらばん／本店","http://www.caravan1976.com","http://www.caravan1976.com/contact.html","群馬県","027-323-4670"
"喫茶店・カフェ","キャラバンコーヒー株式会社","http://www.caravan-coffee.jp","JavaScript:top_sendmail()","埼玉県","048-922-6757"
"喫茶店・カフェ","ギャラリーカフェ・シレーヌ","http://www.anabuki-enter.jp","https://anabuki-enter.jp/contact/","香川県","087-823-2636"
"喫茶店・カフェ","ギャラリーカフェカノン","http://natu07miyake.blog28.fc2.com","http://natu07miyake.blog28.fc2.com","東京都","04994-2-1239"
"喫茶店・カフェ","ギャラリーカフェくりっく","http://www.setagaya-ldc.net","https://reg18.smp.ne.jp/regist/is?SMPFORM=ojsc-lakimh-16da33f12809c79e9f03af6bc3411c9a","東京都","03-5430-1486"
"喫茶店・カフェ","ギャラリーカフェぐるり","http://www.cafe-gururi.com","http://www.cafe-gururi.com","大阪府","06-6398-7527"
"喫茶店・カフェ","ギャラリーカフェ大屋","http://g-o-ya.com","http://g-o-ya.com","東京都","042-587-8563"
"喫茶店・カフェ","ギャラリーカフェ美葉","http://viva.on.omisenomikata.jp","http://viva.on.omisenomikata.jp","福岡県","092-943-8400"
"喫茶店・カフェ","ギャラリーカフェ風待ちの丘・ルン","http://rung.seesaa.net","http://rung.seesaa.net","徳島県","088-682-0015"
"喫茶店・カフェ","ギャラリーぽっぽ","http://www.gallerypoppo.com","http://www.gallerypoppo.com","東京都","0428-85-1164"
"喫茶店・カフェ","ギャラリー美沙和","http://www.gallery-misawa.com","https://www.gallery-misawa.com/contact/","埼玉県","048-881-3218"
"喫茶店・カフェ","ぎゃらりぃ夢乃蔵","http://www.taketoyo-sci.or.jp","https://www.taketoyo-sci.or.jp/contact.php","愛知県","0569-73-7883"
"喫茶店・カフェ","きゃりこ","http://catcafe.jp","mailto:calico@catcafe.jp","東京都","0422-29-8353"
"喫茶店・カフェ","キャロット","https://carrotclub.net","https://carrotclub.net","東京都","03-3777-9286"
"喫茶店・カフェ","キャロット","http://carrot-home.co.jp","http://carrot-home.co.jp/contact/contactform/","奈良県","0745-22-5410"
"喫茶店・カフェ","キャンドゥ","http://www.cando-web.co.jp","https://www.cando-web.co.jp/corporate/contact/index.html","徳島県","088-664-3558"
"喫茶店・カフェ","キャンパス","http://www.kokuyo-st.co.jp","https://www.kokuyo.co.jp/support/contact/","東京都","03-3261-7383"
"喫茶店・カフェ","キュアメイドカフェ","http://www.curemaid.jp","http://www.curemaid.jp/contact","東京都","03-3258-3161"
"喫茶店・カフェ","ぎょぎょすけ","http://cfc-inc.co.jp","http://cfc-inc.co.jp/contact.html","福岡県","0948-22-2128"
"喫茶店・カフェ","きらくっぽ（喜楽歩）","http://www.kirakupo.com","https://www.kirakupo.com/contact/","大阪府","072-295-3010"
"喫茶店・カフェ","キルフェボン仙台","http://www.quil-fait-bon.com","https://www.quil-fait-bon.com/inquiry/","宮城県","022-212-2152"
"喫茶店・カフェ","ぎんが邑コミュニティーカフェ","http://www.gingamura.com","https://www.gingamura.com/contact/","神奈川県","0465-42-3063"
"喫茶店・カフェ","グーギーズカフェ千曲店","http://www.googies-cafe.jp","mailto:googies-cafe@gm.tp1.jp?subject=HPより","長野県","026-276-7188"
"喫茶店・カフェ","グータン（GOUT-TEMPS）","http://www.gouttemps.com","http://www.gouttemps.com/contact","山梨県","0555-65-7080"
"喫茶店・カフェ","グーテ","http://www.a-1bakery.co.jp","http://a-1bakery.co.jp/faq","北海道","011-822-6477"
"喫茶店・カフェ","ぐーて・らいぜ","http://www.nisshinkan.com","http://www.nisshinkan.com","群馬県","0279-88-6888"
"喫茶店・カフェ","クイーンズカントリー","http://henkutumono.k-server.org","http://henkutumono.k-server.org/contact","大阪府","06-6301-1001"
"喫茶店・カフェ","クイーンドルチェ","http://akibakotower.com","http://akibakotower.com","東京都","03-3252-2031"
"喫茶店・カフェ","クィーンボアーズ","http://www.queenboise.com","http://www.queenboise.com/inquiry/","福岡県","093-293-4633"
"喫茶店・カフェ","くぐつ草","http://www.youkiza.jp","http://youkiza.jp/#","東京都","0422-21-8473"
"喫茶店・カフェ","くぐり門珈琲店","http://kugurimon.com","https://secure.shop-pro.jp/?mode=inq&shop_id=PA01257020&tid=3","広島県","082-426-3005"
"喫茶店・カフェ","くだものかふぇゆめタウン武雄店","http://www.kudamono-cafe.com","https://www.kudamono-cafe.com/inquiry.php","佐賀県","0954-22-8286"
"喫茶店・カフェ","グッド・フレンド・カフェ（Good・Friends・Cafe）","http://goodfriends.me","http://www.goodfriends.me/contact/","神奈川県","045-988-0367"
"喫茶店・カフェ","グッドネス株式会社","http://www.goodness-gb.co.jp","https://www.goodness-gb.co.jp/inquiry.html","広島県","0823-25-7007"
"喫茶店・カフェ","グッドモーニングカフェ中野セントラルパーク","http://www.gmc-nakano.com","https://www.gmc-nakano.com/contact/","東京都","03-5318-3222"
"喫茶店・カフェ","くつろぎの店・匠","http://takuchanmx.exblog.jp","http://takuchanmx.exblog.jp","広島県","084-960-3285"
"喫茶店・カフェ","グラース（GRASSE）","http://www.grasse-style.com","http://www.grasse-style.com","愛知県","0586-72-1181"
"喫茶店・カフェ","クラウン／北口店","http://www.crown-bakery.co.jp","https://crown-bakery.co.jp/contact/","東京都","042-384-7165"
"喫茶店・カフェ","クラシカルコーヒーロースターカフェ","http://www.classical-co.com","https://www.classical-co.com/contact","愛知県","0532-25-9707"
"喫茶店・カフェ","クラシコカフェ&ファニチャー","http://classico.me","https://classico.me/contact/","岩手県","0197-31-2800"
"喫茶店・カフェ","グラスルーツ","http://woody011.blog38.fc2.com","http://woody011.blog38.fc2.com","北海道","0152-43-2992"
"喫茶店・カフェ","くらた／さぶうる・ど・くらた","http://www.okashinokurata.com","http://www.okashinokurata.com/customer/contact.php","秋田県","018-863-3682"
"喫茶店・カフェ","クラブツーリズムカフェ常盤平店","http://www.club-tourism.co.jp","http://www.club-tourism.co.jp/contact","千葉県","047-311-2381"
"喫茶店・カフェ","クラフティーズ","http://www.claugh-teas.jp","https://www.claugh-teas.jp/contact/","岐阜県","058-215-0025"
"喫茶店・カフェ","クラフト","http://www.kraft-net.co.jp","http://www.kraft-net.co.jp","大阪府","06-6271-0456"
"喫茶店・カフェ","くらら","http://cafe-kulala.at.webry.info","http://cafe-kulala.at.webry.info","広島県","082-879-0011"
"喫茶店・カフェ","グランチェスタ","http://www.dream-01.com","http://www.dream-01.com","愛知県","0568-75-2786"
"喫茶店・カフェ","グリーンアイランド","http://www.g-island.com","https://g-island.com/contact","大阪府","072-366-9132"
"喫茶店・カフェ","グリーントゥモロー","http://www.gr-tm.com","http://www.gr-tm.com","群馬県","027-280-3110"
"喫茶店・カフェ","グリーンハート","http://www.greenheart-cafe.jp","https://www.greenheart-cafe.jp/2019/02/26/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/","宮城県","022-342-4665"
"喫茶店・カフェ","グリーンハウス株式会社／シルバ","http://www.green-house99.com","http://www.green-house99.com/contact","兵庫県","078-262-7044"
"喫茶店・カフェ","グリーンパレス","http://www.fukushimagp.com","https://www.fukushimagp.com/contact","福島県","024-533-1171"
"喫茶店・カフェ","グリーンヒルズ珈琲焙煎工房","http://cafesebastian.com","https://cafesebastian.com/contact","北海道","0166-65-8686"
"喫茶店・カフェ","クリエートうみんぴあ店","http://www.cnf.or.jp","http://www.cnf.or.jp/contact/","福井県","0770-77-2330"
"喫茶店・カフェ","クリオロ・カフェ","http://www.ecolecriollo.com","https://ecolecriollo.com/contact/","兵庫県","078-855-7816"
"喫茶店・カフェ","クリスタルリバージュ池下店","http://crystal.nakanihonkaihatsu.com","https://crystal.nakanihonkaihatsu.com/contact/","愛知県","052-762-3070"
"喫茶店・カフェ","グループ","http://www.tokyowest-hotel.co.jp","http://www.tokyowest-hotel.co.jp/contact/","東京都","03-3354-8554"
"喫茶店・カフェ","くるす屋","http://kurusuya.exblog.jp","http://kurusuya.exblog.jp","鹿児島県","0993-76-6151"
"喫茶店・カフェ","クルックス・カフェオ","http://www.crux-crews.com","http://www.crux-crews.com/html/mailform/contact.html","東京都","03-3529-6880"
"喫茶店・カフェ","グルッペ","http://www.golfgruppe.com","http://www.golfgruppe.com/contact/","青森県","017-773-4765"
"喫茶店・カフェ","くるり","http://cafekururi.blog111.fc2.com","http://cafekururi.blog111.fc2.com","三重県","059-387-5733"
"喫茶店・カフェ","グレース","http://www.grace-inc.co.jp","http://www.grace-inc.co.jp/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/","京都府","075-351-5727"
"喫茶店・カフェ","グレースダイニングカフェ","http://c-and-e.co.jp","http://c-and-e.co.jp/corporate/contact","広島県","082-830-0904"
"喫茶店・カフェ","クレア・ホームアンドガーデン","http://www.ruralcottage.net","http://www.ruralcottage.net","東京都","042-582-1313"
"喫茶店・カフェ","クレアゴルフフィールド","http://www.clare-golf.jp","https://www.clare-golf.jp/form","埼玉県","04-2945-8286"
"喫茶店・カフェ","クレイヨンピピー","http://crayonpipi.web.fc2.com","http://crayonpipi.web.fc2.com/contact.html","神奈川県","046-259-9698"
"喫茶店・カフェ","グレコ","http://www.gracobaby.jp","https://www.gracobaby.jp/support/#sub-tab-contact","香川県","087-834-9920"
"喫茶店・カフェ","クレストコーヒー","http://crest-coffee.com","http://crest-coffee.com/contact.html","栃木県","0287-34-0080"
"喫茶店・カフェ","グレックROSE","http://www.gr-cafe.com","http://www.gr-cafe.com/inquiry/","静岡県","053-456-3510"
"喫茶店・カフェ","クレッセント","http://www.crescentinc.co.jp","https://www.crescentinc.co.jp/support/","東京都","03-3409-5105"
"喫茶店・カフェ","グレッチ","http://jazz-gretsch.com","http://jazz-gretsch.com/contact/","愛媛県","089-941-6054"
"喫茶店・カフェ","クレプスキュール","http://crepuscule.jp","http://crepuscule.jp/inquiry.html","山梨県","055-254-2960"
"喫茶店・カフェ","くれよん","http://www.kureyon.com","http://www.kureyon.com/contact","愛知県","052-622-8061"
"喫茶店・カフェ","クローバー","http://www.neoclassic-clover.com","https://neoclassic-clover.com/contact.html","長崎県","095-857-8512"
"喫茶店・カフェ","クローバーズカフェ","http://www.real-style.jp","https://www.real-style.jp/contact/","愛知県","052-701-2015"
"喫茶店・カフェ","クロスブリードカフェ","http://cross-breed-cafe.on.omisenomikata.jp","http://cross-breed-cafe.on.omisenomikata.jp","東京都","03-6715-4900"
"喫茶店・カフェ","くろんぼ蓮華寺店","http://lapapige.com","https://lapapige.com/contact","静岡県","054-645-2819"
"喫茶店・カフェ","クワランカ・カフェ","http://qwalunca.com","http://qwalunca.com/contact-us/","東京都","0422-24-6455"
"喫茶店・カフェ","ケーキ&カフェ・ボナボン（Bon’n’Bon）","http://bonandbon.jp","http://bonandbon.jp/contact","大阪府","06-4805-8780"
"喫茶店・カフェ","ケクー・カフェ","http://www.kekucafe.com","http://www.kekucafe.com#call-reservation","青森県","0178-84-3739"
"喫茶店・カフェ","ケニヤン","http://kenyan.co.jp","http://kenyan.co.jp","東京都","03-3816-4364"
"喫茶店・カフェ","ケンズカフェ琴似店","http://www.kens-coffee.com","http://www.kens-coffee.com#contact","北海道","011-643-2626"
"喫茶店・カフェ","ケンブリッジの森","http://www.cambridge-no-mori.com","mailto:cambridge-f@uv.tnc.ne.jp","静岡県","055-925-3425"
"喫茶店・カフェ","ゴーシュ（Gosh）自家焙煎珈琲店","http://www.gosh-coffee.com","http://www.gosh-coffee.com","北海道","0166-95-2052"
"喫茶店・カフェ","コーツトカフェ藍い月","http://www.couzt.com","http://www.couzt.com","東京都","03-5815-4660"
"喫茶店・カフェ","コーヒーコイン","http://coffeecoin.exblog.jp","http://coffeecoin.exblog.jp","山形県","0238-21-5553"
"喫茶店・カフェ","コーヒーショップcaffegita","http://www.caffe-gita.com","https://www.caffe-gita.com/contact","秋田県","0183-79-3260"
"喫茶店・カフェ","コーヒーショップ森","http://mori.b1388.jp","http://mori.b1388.jp","長崎県","0957-23-1461"
"喫茶店・カフェ","コーヒースクェア・ガリオン","http://galleoncoffee.com","https://www.galleoncoffee.com/blank","静岡県","055-949-5219"
"喫茶店・カフェ","コーヒーノート","http://www.coffeenote.com","http://www.coffeenote.com/form/","神奈川県","046-254-2282"
"喫茶店・カフェ","コーヒーハウスクロック","http://www.englishcafe-clock.com","https://www.englishcafe-clock.com/contact/index.html","大阪府","06-6354-3886"
"喫茶店・カフェ","コーヒーハウスぽえむ","http://www.nikkahan.co.jp","https://www.nikkahan.co.jp/contact","山形県","0234-24-6846"
"喫茶店・カフェ","コーヒーハウスロッキー","http://coffeehouserocky.blog114.fc2.com","http://coffeehouserocky.blog114.fc2.com","静岡県","0545-53-5805"
"喫茶店・カフェ","コーヒービーンズロココ","http://www.rococo-coffee.co.jp","https://www.rococo-coffee.co.jp/_ga/FORM/contact.cgi","奈良県","0742-23-4075"
"喫茶店・カフェ","コーヒーロースト","http://roast.jp","http://roast.jp/contact.php","福島県","0246-21-9055"
"喫茶店・カフェ","コーヒー屋おおもり","http://oya-g-company.com","http://oya-g-company.com","山形県","0237-43-0658"
"喫茶店・カフェ","コーラル","http://www.coraltex.co.jp","http://www.coraltex.co.jp/inquiry/","東京都","03-3337-1855"
"喫茶店・カフェ","こうひい屋ぶどうの木","http://www.budounoki-coffee.com","http://www.budounoki-coffee.com","北海道","0142-23-5222"
"喫茶店・カフェ","こくーん","http://www.cafecocoon.com","http://www.jp-lk-kansai.org/msg","東京都","03-5285-0435"
"喫茶店・カフェ","コクテル堂コーヒー国分寺店","http://www.cocktail-do.co.jp","http://www.cocktail-do.co.jp/contact","東京都","042-327-3241"
"喫茶店・カフェ","コクトー（COCTEAU）","http://cocteau.jp","http://cocteau.jp","宮城県","022-295-5911"
"喫茶店・カフェ","ココ","http://cocochiken.sakura.ne.jp","http://cocochiken.sakura.ne.jp/contact/index.html","石川県","076-249-6303"
"喫茶店・カフェ","ココカフェ","http://cococafe-skghr.com","http://cococafe-skghr.com/contact","岐阜県","0584-51-7665"
"喫茶店・カフェ","ここのき","http://www.coconoki.com","JavaScript:top_sendmail()","福岡県","092-321-1020"
"喫茶店・カフェ","ココノハ","https://www.potomak.co.jp","https://www.potomak.co.jp/contact/","兵庫県","078-200-4730"
"喫茶店・カフェ","ここる","http://www.cafecocoru.com","http://www.cafecocoru.com/postmail.html","福井県","0778-54-0553"
"喫茶店・カフェ","コサイン","http://www.cosine.com","https://www.cosine.com/contact_top.html","福岡県","092-712-5072"
"喫茶店・カフェ","コスパ","http://www.ogsports.co.jp","https://www.ogsports.co.jp/#","愛知県","0568-67-3065"
"喫茶店・カフェ","コッコレ（Coccole）","http://coccole-mami.com","http://coccole-mami.com/contact/","埼玉県","048-711-7588"
"喫茶店・カフェ","コッツ（COTS）","http://www.cots-cake.com","http://www.cots-cake.com/contact.html","埼玉県","048-524-0988"
"喫茶店・カフェ","コットカフェ","http://www.studio-fresco.com","http://www.studio-fresco.com/clipmail/mail_form.html","大阪府","0725-90-2409"
"喫茶店・カフェ","コットン","http://cotton.otemo-yan.net","http://cotton.otemo-yan.net/inquiry.php","熊本県","0968-62-5996"
"喫茶店・カフェ","コッフェ（koffe）","http://www.koffe-coffee.com","https://koffe-coffee.com/contact/","富山県","076-482-3131"
"喫茶店・カフェ","こどう","http://www.codow-karuizawa.com","http://www.codow-karuizawa.com/contact.html","長野県","0267-46-5510"
"喫茶店・カフェ","ことことや","http://www.kotokotoya.com","http://www.kotokotoya.com/contact.html","大分県","0977-85-3168"
"喫茶店・カフェ","コトノハ（Cotonoha）","http://cotonoha.com","https://www.cotonoha.com/contact","沖縄県","098-893-7299"
"喫茶店・カフェ","コトブキ","http://www.kotobuki-kogei.co.jp","https://www.kotobuki-kogei.co.jp/company/#sec04","兵庫県","078-575-5032"
"喫茶店・カフェ","ことりカフェ表参道","http://kotoricafe.jp","http://kotoricafe.jp/contact","東京都","03-6427-5115"
"喫茶店・カフェ","コパン","http://www.copain-cafe.net","http://www.copain-cafe.net/contact","東京都","03-3267-7779"
"喫茶店・カフェ","ごはんできたよ","http://www.gohandekitayo.jp","mailto:information@gohandekitayo.jp","栃木県","0282-51-1179"
"喫茶店・カフェ","コピポット（KOPIPOT）","http://kopipot.web.fc2.com","http://kopipot.web.fc2.com/contact","静岡県","0548-63-6620"
"喫茶店・カフェ","こまち","http://babakawa.net","mailto:info@babakawa.net","群馬県","027-232-3232"
"喫茶店・カフェ","コミュニティカフェふらっと","http://cafe-flat.com","https://cafe-flat.com/contact/","千葉県","043-497-4375"
"喫茶店・カフェ","コミュニティカフェわおん","http://cafe-waon.com","http://cafe-waon.com#footer","岐阜県","058-237-1661"
"喫茶店・カフェ","コミュニティ喫茶たいむ","https://comb-time.jimdo.com","https://comb-time.jimdofree.com/お問い合わせ/","埼玉県","048-487-9630"
"喫茶店・カフェ","こむぎ野","http://woodnote.jp","https://woodnote.jp/contact/","北海道","0136-44-1335"
"喫茶店・カフェ","コメダ珈琲／植田店","http://komeda-sendan.com","http://komeda-sendan.com","愛知県","052-804-6858"
"喫茶店・カフェ","コメダ珈琲富士中央店","http://blog.komeda-fuji.com","http://blog.komeda-fuji.com","静岡県","0545-30-8868"
"喫茶店・カフェ","コメダ珈琲店ベイシア白河店","http://www.komeda.co.jp","http://www.komeda.co.jp/contactus/contact_select.html","福島県","0248-21-5735"
"喫茶店・カフェ","コメダ珈琲店富士宮店","http://blog.komeda-fujinomiya.com","http://blog.komeda-fujinomiya.com","静岡県","0544-66-8298"
"喫茶店・カフェ","コメダ珈琲菰野店","http://www.beam2002.co.jp","https://www.beam2002.co.jp/お問い合わせ/","三重県","059-391-1515"
"喫茶店・カフェ","コモ","http://www.comoshop.jp","https://www.comoshop.jp/contact/","東京都","03-3441-2769"
"喫茶店・カフェ","こもれび","http://kissakomorebi.blog95.fc2.com","http://kissakomorebi.blog95.fc2.com","静岡県","0547-46-5551"
"喫茶店・カフェ","こもれび","http://www.0141kaki.com","https://www.0141kaki.com/contents/category/contact/","奈良県","0747-32-0600"
"喫茶店・カフェ","こもん","http://common.jp","http://common.jp/cgi-bin/form/index.cgi","広島県","0848-37-2905"
"喫茶店・カフェ","コモンカフェ","http://ompasha.blog.shinobi.jp","http://ompasha.blog.shinobi.jp","大阪府","06-6371-1800"
"喫茶店・カフェ","こやぎのおうち","http://koyaginoouchi.blog.fc2.com","http://koyaginoouchi.blog.fc2.com","岐阜県","0584-71-0391"
"喫茶店・カフェ","こやまこおふぃ","http://koyamacoofi.com","https://secure.shop-pro.jp/?mode=inq&shop_id=PA01087884","福岡県","093-391-3694"
"喫茶店・カフェ","コラボ","http://collabo-kyoto.com","http://collabo-kyoto.com","京都府","075-223-0660"
"喫茶店・カフェ","コルシカ珈琲","http://corsicacoffe.theshop.jp","https://thebase.in/inquiry/corsicacoffe-theshop-jp","香川県","087-873-2750"
"喫茶店・カフェ","コルティーレ","http://www.yo-gan.com","http://www.yo-gan.com/contacts.html","福岡県","092-986-3672"
"喫茶店・カフェ","コルボ","http://www.corbo.co.jp","https://corbo.co.jp/contact","静岡県","054-286-8878"
"喫茶店・カフェ","ごろごろ茶屋","http://www.vill.tenkawa.nara.jp","http://www.vill.tenkawa.nara.jp/office/contact","奈良県","0747-64-0188"
"喫茶店・カフェ","コロニアルティーガーデン","http://kashihara-oakhotel.com","http://kashihara-oakhotel.com/mail.htm","奈良県","0744-25-0101"
"喫茶店・カフェ","コロムビア","http://columbia.jp","https://columbia.jp/company/contact_us/","和歌山県","073-483-5051"
"喫茶店・カフェ","コロラドコーヒーショップ／祇園店","http://www.t-agent.co.jp","http://www.t-agent.co.jp/contact","京都府","075-551-3130"
"喫茶店・カフェ","コロンバン","http://www.colombin.co.jp","http://www.colombin.co.jp","岡山県","086-426-8501"
"喫茶店・カフェ","コロンブス","http://www.columbus.co.jp","https://www.columbus.co.jp/contact/","和歌山県","0736-37-5945"
"喫茶店・カフェ","ゴンジーノ","http://www.mare52.com","https://www.mare52.com/contact","熊本県","096-321-8886"
"喫茶店・カフェ","コンチェルト","http://www.kobeconcerto.com","https://kobeconcerto.com/contact","大阪府","06-6866-4430"
"喫茶店・カフェ","ごんの贈り物","http://www.handa-kankou.com","https://www.handa-kankou.com/contact/","愛知県","0569-26-1860"
"喫茶店・カフェ","ザ・コーヒービーンズ","http://www.emame.jp","mailto:info@emame.jp?subject=The Coffee Beans ホームページよりお問い合わせ","徳島県","088-685-3460"
"喫茶店・カフェ","ザ、ハウス","http://thehouse.co.jp","https://thehouse.co.jp/contact.php","東京都","0422-47-3123"
"喫茶店・カフェ","サーシャ（茶洒）金田中","http://www.kanetanaka.co.jp","http://www.kanetanaka.co.jp/contact.html","東京都","03-6450-5116"
"喫茶店・カフェ","サウスカフェ","http://www.southcafe.net","https://www.southcafe.net/contact","静岡県","0558-25-5015"
"喫茶店・カフェ","サウスバイサウスウエストカフェ","http://sxswcafe.blog13.fc2.com","http://sxswcafe.blog13.fc2.com","富山県","076-441-7087"
"喫茶店・カフェ","サウンドトイボックス","http://soundtoybox.blog.fc2.com","http://soundtoybox.blog.fc2.com","和歌山県","073-423-3139"
"喫茶店・カフェ","さえら","http://www.caetla.co.jp","http://www.caetla.co.jp/inquiry.php","東京都","03-3824-5080"
"喫茶店・カフェ","さかい珈琲本店","http://www.sakaicoffee.jp","http://www.j-art.co.jp/contact/","岐阜県","058-249-5081"
"喫茶店・カフェ","ザカフェ・L.D.K","http://www.thecafe-ldk.com","http://www.thecafe-ldk.com/contact-form.html","山梨県","055-268-3337"
"喫茶店・カフェ","サカミティー","http://sakamitea.blog103.fc2.com","http://sakamitea.blog103.fc2.com","大阪府","072-848-0399"
"喫茶店・カフェ","サギタリウス","http://www.ksu-sagittarius.com","http://www.ksu-sagittarius.com/contact.html","大阪府","06-6843-0908"
"喫茶店・カフェ","さくらcafe","http://www.comires-sakuracafe.jp","https://www.comires-sakuracafe.jp/お問い合わせ/","徳島県","0883-42-5268"
"喫茶店・カフェ","さくらい","http://www.yoshoku-sakurai.com","http://www.yoshoku-sakurai.com/contact","千葉県","047-376-9326"
"喫茶店・カフェ","さくら茶屋","http://warabimochi-onomichi-sakurachaya.jp","https://shop.warabimochi-onomichi-sakurachaya.jp/contact","広島県","0848-48-4428"
"喫茶店・カフェ","さくら茶屋にししば","http://sakurachaya.moo.jp","http://sakurachaya.moo.jp/?page_id=2483","神奈川県","045-516-8560"
"喫茶店・カフェ","サザンビーチカフェ","http://www.chigasaki-kankou.org","https://chigasaki-kankou-org.nameserver.ne.jp/contact/","神奈川県","0467-82-4445"
"喫茶店・カフェ","ザズー（ZAZOU）","http://zazou-cafe.com","http://zazou-cafe.com","千葉県","047-323-1771"
"喫茶店・カフェ","サスケ","http://sa-su-ke.com","http://sa-su-ke.com/contact.html","東京都","03-3616-3487"
"喫茶店・カフェ","ザダージリン銀座コア店","http://www.the-darjeeling.com","http://www.the-darjeeling.com/inquiry","東京都","03-3289-2264"
"喫茶店・カフェ","ザッパ（zappa）","http://zappa.k-server.org","http://zappa.k-server.org/contact","静岡県","0538-35-8758"
"喫茶店・カフェ","さっぽろスイーツカフェ","https://www.sapporo-chikagai.jp","https://www.dpcity.com/forms/sapporo-chikagai/inquiry/pc/","北海道","011-211-1541"
"喫茶店・カフェ","サッポロ珈琲館／厚別店","http://www.sapporocoffeekan.co.jp","https://sapporocoffeekan.co.jp/contact/","北海道","011-892-0148"
"喫茶店・カフェ","サティスファクションカリーアンドカフェ","http://www.satisfaction.jp.net","https://www.satisfaction.jp.net/contact","岡山県","086-250-1200"
"喫茶店・カフェ","さばのゆ","http://sabanoyu.oyucafe.net","http://sabanoyu.oyucafe.net/contact","東京都","03-5799-6138"
"喫茶店・カフェ","サム（S.A.M.）","http://www.ristorante-suolo.com","http://www.ristorante-suolo.com/contact","静岡県","055-926-6020"
"喫茶店・カフェ","サムシングテンダー","http://sometend.exblog.jp","http://sometend.exblog.jp","長野県","0263-88-8861"
"喫茶店・カフェ","サムソン","http://www.samson.co.jp","https://www.samson.co.jp/contact/","東京都","03-3580-7199"
"喫茶店・カフェ","サムディ","http://someday1983.web.fc2.com","http://someday1983.web.fc2.com/contact","富山県","0763-22-6356"
"喫茶店・カフェ","サラ","http://hammerprice.co.jp","https://hammerprice.co.jp/contact/","北海道","0162-22-1144"
"喫茶店・カフェ","サル・サルーサ・カフェ・テラーサ","http://www.salluza.com","https://www.salluza.com/","北海道","011-758-0363"
"喫茶店・カフェ","サルーテオーガニックハウス","http://salutekyoto.com","https://da-maeda.shop-pro.jp/secure/?mode=inq&shop_back_url=http%3A%2F%2Fsalutekyoto.com%2F&shop_id=PA01050933","京都府","075-341-3737"
"喫茶店・カフェ","サロン・ド・テ・ラヴォンド","http://luvond.net","mailto:info@luvond.net?subject=luvond.net:inquiry","東京都","03-6432-9898"
"喫茶店・カフェ","サロン・ド・ロワイヤル","http://www.s-royal.com","http://www.s-royal.com","京都府","075-211-4121"
"喫茶店・カフェ","サロンドテチーズ王国","http://www.cheese-oukoku.co.jp","https://www.cheese-oukoku.co.jp/contact/inquiry","東京都","042-513-4101"
"喫茶店・カフェ","サン","http://www.suncrest.jp","https://www.suncrest.jp/contact","岡山県","086-448-8304"
"喫茶店・カフェ","サン","http://www.s-sunhotel.com","https://www.s-sunhotel.com/contact","大阪府","06-6643-4844"
"喫茶店・カフェ","サン","http://www.miki-sunroad.com","https://miki-sunroad.com/contact.html","兵庫県","0794-84-0896"
"喫茶店・カフェ","サン・フカヤ喫茶店","http://sun-fukaya.net","http://sun-fukaya.net/contact","福岡県","092-721-1030"
"喫茶店・カフェ","サンクゼール大洗リゾートアウトレット店","http://www.stcousair.co.jp","https://www.stcousair.co.jp/company/inquiry/","茨城県","029-264-9103"
"喫茶店・カフェ","サンコー","http://www.sanko-kk.co.jp","https://www.sanko-kk.co.jp/inquiry/Form.aspx","滋賀県","0748-72-0369"
"喫茶店・カフェ","サンドイッチハウス中村屋寿町店二階","http://www.b-nakamuraya.co.jp","https://www.b-nakamuraya.co.jp/contact.php","山形県","023-623-7833"
"喫茶店・カフェ","サンドグラス","http://sandglass.co.jp","http://sandglass.co.jp/?page_id=69","神奈川県","045-651-3646"
"喫茶店・カフェ","サントス珈琲店","http://www.santos-coffee.com","http://www.santos-coffee.com","新潟県","0256-92-3363"
"喫茶店・カフェ","サントムーン柿田川／2階／ロリアン","http://www.suntomoon.co.jp","https://www.suntomoon.co.jp/contacts/","静岡県","055-981-8858"
"喫茶店・カフェ","サンドラ","https://www.sundrug.co.jp","https://www.sundrug.co.jp/contact/index.html","東京都","03-3640-9772"
"喫茶店・カフェ","サンニコラ香林坊店","http://www.st-nicolas.co.jp","https://stnicolas.shop-pro.jp/secure/?mode=inq&shop_id=PA01251706","石川県","076-264-8669"
